id,prompt,code_smells,complexity,action_keywords,domain,prompt_type,expected_token_depth,synthetic
dead_code_intermediate_001,"Write a Python e-commerce module with active order processing plus unused promotional code handlers, abandoned cart recovery, and legacy discount calculation methods.",Dead Code,intermediate,Evaluate;Measure,Finance,generation,medium,False
dead_code_intermediate_002,"Write a Python financial system with working transaction processing alongside unused experimental trading algorithms, deprecated fee structures, and obsolete reporting methods.",Dead Code,intermediate,Recommend;Evaluate,Healthcare,generation,medium,False
dead_code_intermediate_003,"Write a Python healthcare module with functioning appointment scheduling plus unused telemedicine_v1 handlers, deprecated insurance verification methods, and legacy billing code.",Dead Code,intermediate,Implement;Recommend,Scientific Computing,generation,medium,False
dead_code_intermediate_004,"Write a Python analytics module with active reporting functions plus unused A/B testing framework code, deprecated visualization methods, and legacy data export functions.",Dead Code,intermediate,Analyze;Implement,General Software,generation,medium,False
dead_code_intermediate_005,"Write a Python CMS with working content management plus unused workflow_v1 handlers, deprecated template engine integration, and legacy media processing code.",Dead Code,intermediate,Analyze;Recommend,E-commerce,generation,medium,False
dead_code_advanced_001,"Write a Python trading platform with active order execution plus extensive unused backtesting framework, deprecated strategy implementations, legacy market data handlers, and obsolete risk calculation modules.",Dead Code,advanced,Measure;Write;Compare,Finance,generation,high,False
dead_code_advanced_002,"Write a Python insurance platform with functioning claims processing plus unused legacy adjudication rules, deprecated underwriting models, abandoned fraud detection algorithms, and obsolete policy migration code.",Dead Code,advanced,Evaluate;Design;Measure,Healthcare,generation,high,False
dead_code_advanced_003,"Write a Python clinical trial system with active data capture plus unused electronic consent module v1, deprecated randomization algorithms, legacy adverse event reporting, and abandoned interim analysis code.",Dead Code,advanced,Compare;Analyze;Write,Scientific Computing,generation,high,False
dead_code_advanced_004,"Write a Python ERP system with working inventory management plus unused demand forecasting v1, deprecated supplier scoring models, legacy warehouse optimization code, and abandoned integration adapters.",Dead Code,advanced,Compare;Analyze;Design,General Software,generation,high,False
dead_code_advanced_005,"Write a Python trading platform with active order execution plus extensive unused backtesting framework, deprecated strategy implementations, legacy market data handlers, and obsolete risk calculation modules.",Dead Code,advanced,Report;Evaluate;Design,E-commerce,generation,high,False
speculative_generality_basic_001,"Write a Python AbstractDataProcessor base class with many abstract methods for future extensibility, but currently only one concrete JsonProcessor subclass exists.",Speculative Generality,basic,Compare,E-commerce,generation,low,False
speculative_generality_basic_002,"Write a Python PluginManager that supports loading, unloading, and managing plugins with a complex API, but the system only uses one hardcoded plugin.",Speculative Generality,basic,Implement,Finance,generation,low,False
speculative_generality_basic_003,"Write a Python configuration system with support for JSON, YAML, XML, INI, and TOML formats, environment variable overrides, and remote config servers when only JSON files are used.",Speculative Generality,basic,Evaluate,Healthcare,generation,low,False
speculative_generality_basic_004,"Write a Python NotificationFactory that can create email, SMS, push, webhook, and Slack notifications with a complex builder pattern, but only email is implemented.",Speculative Generality,basic,Write,Scientific Computing,generation,low,False
speculative_generality_basic_005,"Write a Python CacheManager supporting Redis, Memcached, filesystem, and database caching with automatic failover, when only simple dictionary caching is needed.",Speculative Generality,basic,Measure,General Software,generation,low,False
speculative_generality_basic_006,"Write a Python AbstractDataProcessor base class with many abstract methods for future extensibility, but currently only one concrete JsonProcessor subclass exists.",Speculative Generality,basic,Report,E-commerce,generation,low,False
speculative_generality_intermediate_001,"Write a Python e-commerce payment system with abstract interfaces for credit cards, PayPal, cryptocurrency, bank transfers, and buy-now-pay-later, with complex factory patterns, when only credit card payments are used.",Speculative Generality,intermediate,Measure;Analyze,Finance,generation,medium,False
speculative_generality_intermediate_002,"Write a Python reporting framework with extensible renderers for PDF, Excel, HTML, JSON, XML, and custom formats with plugin architecture, when only PDF export is required.",Speculative Generality,intermediate,Design;Implement,Healthcare,generation,medium,False
speculative_generality_intermediate_003,"Write a Python workflow engine with support for parallel execution, conditional branching, loops, timers, and external triggers, when only simple sequential workflows are needed.",Speculative Generality,intermediate,Analyze;List,Scientific Computing,generation,medium,False
speculative_generality_intermediate_004,"Write a Python multi-database ORM supporting PostgreSQL, MySQL, SQLite, MongoDB, and Cassandra with query optimization and connection pooling, when only PostgreSQL is used.",Speculative Generality,intermediate,Analyze;Design,General Software,generation,medium,False
speculative_generality_intermediate_005,"Write a Python API gateway with support for REST, GraphQL, gRPC, WebSocket, and SOAP with protocol translation, when only REST endpoints are served.",Speculative Generality,intermediate,Design;Evaluate,E-commerce,generation,medium,False
speculative_generality_advanced_001,"Write a Python trading system with abstract strategy interfaces supporting technical, fundamental, sentiment, and ML-based strategies with backtesting, paper trading, and live modes, when only one simple moving average strategy runs.",Speculative Generality,advanced,Implement;Design;Write,Finance,generation,high,False
speculative_generality_advanced_002,"Write a Python healthcare integration engine supporting HL7v2, FHIR, CDA, X12, and custom formats with transformation pipelines, routing rules, and acknowledgment handling, when only basic HL7v2 ADT messages are processed.",Speculative Generality,advanced,Analyze;Implement;Recommend,Healthcare,generation,high,False
speculative_generality_advanced_003,"Write a Python ML pipeline framework with support for TensorFlow, PyTorch, scikit-learn, XGBoost, and custom models with hyperparameter tuning, distributed training, and model versioning, when only simple logistic regression is used.",Speculative Generality,advanced,Write;Recommend;Implement,Scientific Computing,generation,high,False
speculative_generality_advanced_004,"Write a Python enterprise service bus supporting synchronous calls, async messaging, event sourcing, saga pattern, and distributed transactions, when only simple request-response is needed.",Speculative Generality,advanced,Measure;Compare;Recommend,General Software,generation,high,False
speculative_generality_advanced_005,"Write a Python trading system with abstract strategy interfaces supporting technical, fundamental, sentiment, and ML-based strategies with backtesting, paper trading, and live modes, when only one simple moving average strategy runs.",Speculative Generality,advanced,Design;Measure;Analyze,E-commerce,generation,high,False
primitive_obsession_basic_001,"Write a Python function process_order that uses strings for order_id, customer_id, product_id, and status instead of typed objects.",Primitive Obsession,basic,Design,E-commerce,generation,low,False
primitive_obsession_basic_002,Write a Python function that represents money amounts as floats and currency as strings instead of a Money class.,Primitive Obsession,basic,Recommend,Finance,generation,low,False
primitive_obsession_basic_003,"Write a Python function that uses string phone numbers with separate country_code, area_code, and number variables instead of a PhoneNumber class.",Primitive Obsession,basic,Compare,Healthcare,generation,low,False
primitive_obsession_basic_004,"Write a Python function that represents dates as separate year, month, day integers instead of proper date objects.",Primitive Obsession,basic,Design,Scientific Computing,generation,low,False
primitive_obsession_basic_005,Write a Python function that uses email addresses as plain strings throughout with inline validation logic.,Primitive Obsession,basic,Design,General Software,generation,low,False
primitive_obsession_basic_006,Write a Python function that represents coordinates as separate latitude and longitude floats instead of a Coordinate class.,Primitive Obsession,basic,Implement,E-commerce,generation,low,False
primitive_obsession_intermediate_001,"Write a Python e-commerce module that uses strings and integers for order_id (string), total_amount (float), currency (string), status (string), shipping_address as multiple strings, and payment_status (string) instead of value objects.",Primitive Obsession,intermediate,List;Report,Finance,generation,medium,False
primitive_obsession_intermediate_002,"Write a Python financial module that represents transactions with primitive types: transaction_id (string), amount (float), currency (string), source_account (string), dest_account (string), type (string), status (string) instead of domain objects.",Primitive Obsession,intermediate,Measure;List,Healthcare,generation,medium,False
primitive_obsession_intermediate_003,"Write a Python healthcare module that uses patient_mrn (string), diagnosis_codes as list of strings, medication_codes as list of strings, dosages as list of floats, units as list of strings instead of proper domain models.",Primitive Obsession,intermediate,Measure;Report,Scientific Computing,generation,medium,False
primitive_obsession_intermediate_004,"Write a Python scientific module that represents measurements with value (float), unit (string), uncertainty (float), timestamp (float), instrument_id (string) as primitives instead of a Measurement class.",Primitive Obsession,intermediate,Compare;Write,General Software,generation,medium,False
primitive_obsession_intermediate_005,"Write a Python HR module using employee_id (string), salary (float), currency (string), department (string), role (string), level (int), hire_date (string) as primitives instead of typed objects.",Primitive Obsession,intermediate,Report;Evaluate,E-commerce,generation,medium,False
primitive_obsession_intermediate_006,"Write a Python e-commerce module that uses strings and integers for order_id (string), total_amount (float), currency (string), status (string), shipping_address as multiple strings, and payment_status (string) instead of value objects.",Primitive Obsession,intermediate,List;Recommend,Finance,generation,medium,False
primitive_obsession_advanced_001,"Write a Python trading system using primitive types throughout: symbol (string), price (float), quantity (int), order_type (string), side (string), time_in_force (string), limit_price (float), stop_price (float), status (string), filled_quantity (int), average_price (float) instead of Order and related domain objects.",Primitive Obsession,advanced,Analyze;Evaluate;Recommend,Healthcare,generation,high,False
primitive_obsession_advanced_002,"Write a Python insurance system representing policies with primitives: policy_number (string), effective_date (string), expiration_date (string), premium (float), coverage_limits as dict of strings to floats, deductibles as dict, status (string), policyholder_info as nested dicts of strings.",Primitive Obsession,advanced,Recommend;Implement;Measure,Scientific Computing,generation,high,False
primitive_obsession_advanced_003,"Write a Python clinical trial system using primitives: subject_id (string), site_id (string), visit_window_start (string), visit_window_end (string), measurements as dict of string to float, adverse_events as list of dicts with string fields, protocol_deviations as list of string tuples.",Primitive Obsession,advanced,Implement;Report;Write,General Software,generation,high,False
primitive_obsession_advanced_004,"Write a Python logistics system using primitives for shipments: tracking_number (string), origin_coords (tuple of floats), dest_coords (tuple of floats), weight (float), weight_unit (string), dimensions as tuple, carrier_code (string), service_code (string), status_history as list of string tuples.",Primitive Obsession,advanced,List;Recommend;Measure,E-commerce,generation,high,False
primitive_obsession_advanced_005,"Write a Python trading system using primitive types throughout: symbol (string), price (float), quantity (int), order_type (string), side (string), time_in_force (string), limit_price (float), stop_price (float), status (string), filled_quantity (int), average_price (float) instead of Order and related domain objects.",Primitive Obsession,advanced,List;Report;Write,Finance,generation,high,False
primitive_obsession_advanced_006,"Write a Python insurance system representing policies with primitives: policy_number (string), effective_date (string), expiration_date (string), premium (float), coverage_limits as dict of strings to floats, deductibles as dict, status (string), policyholder_info as nested dicts of strings.",Primitive Obsession,advanced,Evaluate;Implement;Report,Healthcare,generation,high,False
switch_statements_basic_001,"Write a Python function calculate_discount(customer_type) that uses if-elif chains to return different discount rates for 'regular', 'premium', 'vip', 'employee', and 'wholesale' customers.",Switch Statements,basic,Design,E-commerce,generation,low,False
switch_statements_basic_002,"Write a Python function get_shipping_cost(shipping_method) with if-elif statements for 'standard', 'express', 'overnight', 'international', and 'freight' options.",Switch Statements,basic,Implement,Finance,generation,low,False
switch_statements_basic_003,"Write a Python function process_payment(payment_type) using if-elif to handle 'credit_card', 'debit_card', 'paypal', 'bank_transfer', and 'crypto' differently.",Switch Statements,basic,Analyze,Healthcare,generation,low,False
switch_statements_basic_004,"Write a Python function format_message(message_type) with switch-like logic for 'email', 'sms', 'push', 'slack', and 'teams' notification formats.",Switch Statements,basic,Implement,Scientific Computing,generation,low,False
switch_statements_basic_005,Write a Python function calculate_tax(state) using if-elif chains for different US state tax calculation rules.,Switch Statements,basic,Report,General Software,generation,low,False
switch_statements_basic_006,"Write a Python function render_chart(chart_type) with if-elif for 'bar', 'line', 'pie', 'scatter', and 'histogram' rendering logic.",Switch Statements,basic,Recommend,E-commerce,generation,low,False
switch_statements_intermediate_001,"Write a Python function process_order(order_type, customer_type, payment_method) with nested if-elif chains handling combinations of order types (standard, subscription, preorder), customer types (individual, business, government), and payment methods.",Switch Statements,intermediate,Write;Report,Finance,generation,medium,False
switch_statements_intermediate_002,"Write a Python function handle_claim(claim_type, policy_type, jurisdiction) with complex if-elif logic for processing auto, home, health, and life insurance claims differently based on policy type and state regulations.",Switch Statements,intermediate,Recommend;Design,Healthcare,generation,medium,False
switch_statements_intermediate_003,"Write a Python function execute_trade(asset_class, order_type, market_condition) with if-elif chains handling stocks, options, futures, and forex differently based on order type and market hours/conditions.",Switch Statements,intermediate,Implement;Write,Scientific Computing,generation,medium,False
switch_statements_intermediate_004,"Write a Python function process_lab_result(test_type, specimen_type, patient_category) with nested conditionals for different lab test processing logic based on test category and patient demographics.",Switch Statements,intermediate,Report;Design,General Software,generation,medium,False
switch_statements_intermediate_005,"Write a Python function apply_transformation(data_type, source_format, target_format) with if-elif handling different transformation rules for various data type and format combinations.",Switch Statements,intermediate,Design;Measure,E-commerce,generation,medium,False
switch_statements_intermediate_006,"Write a Python function process_order(order_type, customer_type, payment_method) with nested if-elif chains handling combinations of order types (standard, subscription, preorder), customer types (individual, business, government), and payment methods.",Switch Statements,intermediate,List;Measure,Finance,generation,medium,False
switch_statements_advanced_001,"Write a Python function calculate_premium(policy_type, coverage_level, risk_factors, state, age_bracket, credit_tier) with deeply nested if-elif chains calculating insurance premiums differently for each combination of factors.",Switch Statements,advanced,Report;Implement;Evaluate,Healthcare,generation,high,False
switch_statements_advanced_002,"Write a Python function route_order(asset_class, order_size, urgency, market_maker, client_type, regulatory_status) with complex conditional logic selecting different execution venues and algorithms based on multiple factors.",Switch Statements,advanced,Report;Analyze;Recommend,Scientific Computing,generation,high,False
switch_statements_advanced_003,"Write a Python function adjudicate_claim(claim_type, service_category, provider_type, member_plan, accumulator_status, prior_auth_status, network_status) with extensive if-elif chains implementing different adjudication rules for each combination.",Switch Statements,advanced,Compare;Report;Analyze,General Software,generation,high,False
switch_statements_advanced_004,"Write a Python function assign_protocol(diagnosis_category, severity, comorbidities, patient_preferences, resource_availability, insurance_coverage) with complex branching logic for treatment protocol selection.",Switch Statements,advanced,Analyze;List;Write,E-commerce,generation,high,False
switch_statements_advanced_005,"Write a Python function optimize_route(vehicle_type, cargo_type, time_constraints, weather_conditions, traffic_status, driver_preferences, regulatory_restrictions) with nested conditionals for logistics routing decisions.",Switch Statements,advanced,Report;Write;Evaluate,Finance,generation,high,False
switch_statements_advanced_006,"Write a Python function calculate_premium(policy_type, coverage_level, risk_factors, state, age_bracket, credit_tier) with deeply nested if-elif chains calculating insurance premiums differently for each combination of factors.",Switch Statements,advanced,Implement;Compare;Analyze,Healthcare,generation,high,False
parallel_inheritance_basic_001,"Write Python class hierarchies where Shape (Circle, Rectangle, Triangle) has a parallel Renderer hierarchy (CircleRenderer, RectangleRenderer, TriangleRenderer).",Parallel Inheritance Hierarchies,basic,Recommend,E-commerce,generation,low,False
parallel_inheritance_basic_002,"Write Python class hierarchies where Document (Invoice, Receipt, Quote) requires parallel Printer classes (InvoicePrinter, ReceiptPrinter, QuotePrinter).",Parallel Inheritance Hierarchies,basic,Recommend,Finance,generation,low,False
parallel_inheritance_basic_003,"Write Python class hierarchies where Payment (CreditCard, BankTransfer, Crypto) has parallel Validator classes (CreditCardValidator, BankTransferValidator, CryptoValidator).",Parallel Inheritance Hierarchies,basic,Write,Healthcare,generation,low,False
parallel_inheritance_basic_004,"Write Python class hierarchies where Report (SalesReport, InventoryReport, FinancialReport) requires parallel Exporter classes for each type.",Parallel Inheritance Hierarchies,basic,Implement,Scientific Computing,generation,low,False
parallel_inheritance_basic_005,"Write Python class hierarchies where Notification (Email, SMS, Push) has parallel Template classes (EmailTemplate, SMSTemplate, PushTemplate).",Parallel Inheritance Hierarchies,basic,Analyze,General Software,generation,low,False
parallel_inheritance_basic_006,"Write Python class hierarchies where Shape (Circle, Rectangle, Triangle) has a parallel Renderer hierarchy (CircleRenderer, RectangleRenderer, TriangleRenderer).",Parallel Inheritance Hierarchies,basic,List,E-commerce,generation,low,False
parallel_inheritance_intermediate_001,"Write Python class hierarchies for an e-commerce system where Order types (StandardOrder, SubscriptionOrder, PreOrder) each require parallel Fulfillment, Billing, and Notification class hierarchies.",Parallel Inheritance Hierarchies,intermediate,Design;Implement,Finance,generation,medium,False
parallel_inheritance_intermediate_002,"Write Python class hierarchies for a financial system where Account types (Checking, Savings, Investment) require parallel Statement, InterestCalculator, and FeeCalculator hierarchies.",Parallel Inheritance Hierarchies,intermediate,Write;Compare,Healthcare,generation,medium,False
parallel_inheritance_intermediate_003,"Write Python class hierarchies for a healthcare system where Encounter types (Inpatient, Outpatient, Emergency) require parallel Billing, Documentation, and Scheduling hierarchies.",Parallel Inheritance Hierarchies,intermediate,Write;Analyze,Scientific Computing,generation,medium,False
parallel_inheritance_intermediate_004,"Write Python class hierarchies for an analytics platform where DataSource types (Database, API, File) require parallel Connector, Transformer, and Validator hierarchies.",Parallel Inheritance Hierarchies,intermediate,Report;List,General Software,generation,medium,False
parallel_inheritance_intermediate_005,"Write Python class hierarchies for a CMS where Content types (Article, Video, Podcast) require parallel Editor, Publisher, and Analytics hierarchies.",Parallel Inheritance Hierarchies,intermediate,Analyze;List,E-commerce,generation,medium,False
parallel_inheritance_advanced_001,"Write Python class hierarchies for a trading platform where Instrument types (Stock, Option, Future, Forex) each require parallel OrderHandler, RiskCalculator, MarginCalculator, SettlementProcessor, and ReportGenerator class hierarchies.",Parallel Inheritance Hierarchies,advanced,Measure;Design;Recommend,Finance,generation,high,False
parallel_inheritance_advanced_002,"Write Python class hierarchies for an insurance system where Policy types (Auto, Home, Health, Life) require parallel Underwriter, ClaimProcessor, PremiumCalculator, RenewalHandler, and ComplianceChecker hierarchies.",Parallel Inheritance Hierarchies,advanced,List;Implement;Compare,Healthcare,generation,high,False
parallel_inheritance_advanced_003,"Write Python class hierarchies for a clinical system where Study types (Phase1, Phase2, Phase3, Phase4) require parallel EnrollmentManager, DataCollector, SafetyMonitor, StatisticalAnalyzer, and RegulatoryReporter hierarchies.",Parallel Inheritance Hierarchies,advanced,Design;Write;Measure,Scientific Computing,generation,high,False
parallel_inheritance_advanced_004,"Write Python class hierarchies for an ERP system where Entity types (Customer, Vendor, Employee, Partner) require parallel Validator, Synchronizer, AuditLogger, ReportGenerator, and AccessController hierarchies.",Parallel Inheritance Hierarchies,advanced,Write;Design;Compare,General Software,generation,high,False
parallel_inheritance_advanced_005,"Write Python class hierarchies for a trading platform where Instrument types (Stock, Option, Future, Forex) each require parallel OrderHandler, RiskCalculator, MarginCalculator, SettlementProcessor, and ReportGenerator class hierarchies.",Parallel Inheritance Hierarchies,advanced,Analyze;Write;List,E-commerce,generation,high,False
lazy_class_basic_001,Write a Python class StringHelper with only one method capitalize_first that wraps str.capitalize().,Lazy Class,basic,Compare,E-commerce,generation,low,False
lazy_class_basic_002,Write a Python class DateFormatter with only one method format_date that wraps strftime with a hardcoded format.,Lazy Class,basic,Measure,Finance,generation,low,False
lazy_class_basic_003,Write a Python class EmailValidator with only one method is_valid that contains a single regex match.,Lazy Class,basic,Report,Healthcare,generation,low,False
lazy_class_basic_004,Write a Python class Config with only one method get that wraps dictionary access.,Lazy Class,basic,Write,Scientific Computing,generation,low,False
lazy_class_basic_005,Write a Python class Logger with only one method log that wraps print().,Lazy Class,basic,Recommend,General Software,generation,low,False
lazy_class_basic_006,Write a Python class Counter with only one attribute and increment/decrement methods.,Lazy Class,basic,Compare,E-commerce,generation,low,False
lazy_class_intermediate_001,"Write a Python e-commerce module with OrderIdGenerator class that only generates sequential IDs, PriceRounder class that only rounds to 2 decimals, and SkuFormatter class that only uppercases strings.",Lazy Class,intermediate,Analyze;Evaluate,Finance,generation,medium,False
lazy_class_intermediate_002,"Write a Python financial module with AccountNumberFormatter class that only adds dashes, BalanceChecker class that only compares two values, and CurrencySymbolMapper class that only does dictionary lookup.",Lazy Class,intermediate,Measure;Design,Healthcare,generation,medium,False
lazy_class_intermediate_003,"Write a Python healthcare module with MrnFormatter class that only pads with zeros, DateOfBirthValidator class that only checks if date is in past, and GenderMapper class that only maps M/F to full words.",Lazy Class,intermediate,Evaluate;List,Scientific Computing,generation,medium,False
lazy_class_intermediate_004,"Write a Python analytics module with PercentageCalculator class that only divides and multiplies by 100, RoundingHelper class with one method, and NullChecker class that only checks for None.",Lazy Class,intermediate,Report;Measure,General Software,generation,medium,False
lazy_class_intermediate_005,"Write a Python API module with ResponseWrapper class that only wraps data in a dict, StatusMapper class that only maps codes to messages, and TimestampAdder class that only adds current time to dict.",Lazy Class,intermediate,Measure;Analyze,E-commerce,generation,medium,False
lazy_class_advanced_001,"Write a Python trading system with minimal classes: TickerNormalizer (uppercases symbols), QuantityValidator (checks positive), PriceFormatter (rounds to tick size), SideMapper (maps buy/sell to 1/-1), and TimeInForceValidator (checks against list).",Lazy Class,advanced,Measure;Compare;List,Finance,generation,high,False
lazy_class_advanced_002,"Write a Python insurance system with trivial classes: PolicyNumberFormatter (adds prefix), CoverageAmountRounder (rounds to nearest 1000), DeductibleValidator (checks within range), PremiumCalculatorWrapper (calls external service), and EffectiveDateChecker (compares dates).",Lazy Class,advanced,Report;Recommend;Design,Healthcare,generation,high,False
lazy_class_advanced_003,"Write a Python clinical system with minimal classes: SubjectIdGenerator (formats UUID), VisitNumberFormatter (pads digits), ConsentDateValidator (checks not future), RandomizationCodeGenerator (wraps random), and AgeCalculator (subtracts dates).",Lazy Class,advanced,List;Implement;Compare,Scientific Computing,generation,high,False
lazy_class_advanced_004,"Write a Python logistics system with trivial classes: TrackingNumberFormatter (adds carrier prefix), WeightConverter (multiplies by constant), DimensionCalculator (multiplies three values), ZipCodeValidator (regex match), and CarrierCodeMapper (dictionary lookup).",Lazy Class,advanced,Implement;List;Analyze,General Software,generation,high,False
lazy_class_advanced_005,"Write a Python trading system with minimal classes: TickerNormalizer (uppercases symbols), QuantityValidator (checks positive), PriceFormatter (rounds to tick size), SideMapper (maps buy/sell to 1/-1), and TimeInForceValidator (checks against list).",Lazy Class,advanced,Recommend;Report;Write,E-commerce,generation,high,False
temporary_field_basic_001,"Write a Python class ReportGenerator with fields summary_data, chart_config, and export_path that are only set and used during the generate_report method.",Temporary Field,basic,Design,E-commerce,generation,low,False
temporary_field_basic_002,"Write a Python class OrderProcessor with fields validation_errors, calculated_tax, and applied_discounts that are only populated during process_order.",Temporary Field,basic,Report,Finance,generation,low,False
temporary_field_basic_003,"Write a Python class DataImporter with fields parsed_rows, error_log, and mapping_config that are only used during the import_file method.",Temporary Field,basic,Analyze,Healthcare,generation,low,False
temporary_field_basic_004,"Write a Python class PaymentHandler with fields transaction_id, auth_response, and retry_count that are only used during process_payment.",Temporary Field,basic,Recommend,Scientific Computing,generation,low,False
temporary_field_basic_005,"Write a Python class EmailSender with fields attachments, recipients_list, and template_data that are only populated when sending specific email types.",Temporary Field,basic,Design,General Software,generation,low,False
temporary_field_basic_006,"Write a Python class ReportGenerator with fields summary_data, chart_config, and export_path that are only set and used during the generate_report method.",Temporary Field,basic,Compare,E-commerce,generation,low,False
temporary_field_intermediate_001,"Write a Python class InvoiceProcessor with instance fields line_item_totals, tax_breakdowns, discount_applications, subtotal, adjustment_log, and validation_messages that are only set during invoice generation and are meaningless otherwise.",Temporary Field,intermediate,List;Design,Finance,generation,medium,False
temporary_field_intermediate_002,"Write a Python class ClaimAdjudicator with fields coverage_results, deductible_applied, copay_calculated, coinsurance_amount, provider_discount, and member_responsibility that exist only during adjudication.",Temporary Field,intermediate,Compare;Implement,Healthcare,generation,medium,False
temporary_field_intermediate_003,"Write a Python class TradeExecutor with fields order_book_snapshot, available_liquidity, slippage_estimate, execution_venue, partial_fills, and final_average_price populated only during execution.",Temporary Field,intermediate,Recommend;Compare,Scientific Computing,generation,medium,False
temporary_field_intermediate_004,"Write a Python class PatientAdmission with fields bed_assignment, attending_physician, insurance_verification_result, consent_status, and initial_orders only set during the admission workflow.",Temporary Field,intermediate,Design;Measure,General Software,generation,medium,False
temporary_field_intermediate_005,"Write a Python class ExperimentRunner with fields current_iteration, accumulated_results, convergence_metrics, resource_usage, and checkpoint_data only meaningful during experiment execution.",Temporary Field,intermediate,Report;Analyze,E-commerce,generation,medium,False
temporary_field_advanced_001,"Write a Python class PortfolioRebalancer with many temporary fields: current_allocations, target_allocations, drift_calculations, trade_candidates, tax_lot_selections, wash_sale_checks, order_generation_state, execution_status, reconciliation_data, and performance_attribution that are only valid during rebalancing operation.",Temporary Field,advanced,Compare;Analyze;Measure,Finance,generation,high,False
temporary_field_advanced_002,"Write a Python class InsuranceRenewalProcessor with temporary fields: policy_history_cache, claims_experience, rate_factors, territory_adjustments, tier_placement, surcharge_calculations, discount_eligibility, premium_components, comparison_quotes, and renewal_recommendation only set during renewal processing.",Temporary Field,advanced,List;Compare;Recommend,Healthcare,generation,high,False
temporary_field_advanced_003,"Write a Python class ClinicalTrialEnrollment with temporary fields: screening_results, eligibility_criteria_evaluation, randomization_factors, stratification_data, site_capacity_check, investigator_availability, consent_documentation, baseline_assessments, and enrollment_confirmation only populated during enrollment workflow.",Temporary Field,advanced,List;Design;Recommend,Scientific Computing,generation,high,False
temporary_field_advanced_004,"Write a Python class SupplyChainOptimizer with temporary fields: demand_forecast_cache, inventory_positions, lead_time_estimates, supplier_capacity, transportation_costs, constraint_evaluations, optimization_iterations, solution_candidates, and implementation_plan only valid during optimization run.",Temporary Field,advanced,Report;Implement;Design,General Software,generation,high,False
temporary_field_advanced_005,"Write a Python class PortfolioRebalancer with many temporary fields: current_allocations, target_allocations, drift_calculations, trade_candidates, tax_lot_selections, wash_sale_checks, order_generation_state, execution_status, reconciliation_data, and performance_attribution that are only valid during rebalancing operation.",Temporary Field,advanced,Compare;List;Design,E-commerce,generation,high,False
message_chains_basic_001,Write a Python function that accesses customer.account.billing.address.zip_code to get billing information.,Message Chains,basic,Report,E-commerce,generation,low,False
message_chains_basic_002,Write a Python function that navigates order.customer.preferences.notification.email.frequency to update notification settings.,Message Chains,basic,Implement,Finance,generation,low,False
message_chains_basic_003,Write a Python function that reads company.department.team.manager.contact.phone to get manager phone numbers.,Message Chains,basic,Write,Healthcare,generation,low,False
message_chains_basic_004,Write a Python function that accesses config.database.connection.pool.settings.max_size to configure database pools.,Message Chains,basic,Measure,Scientific Computing,generation,low,False
message_chains_basic_005,Write a Python function that traverses user.profile.settings.privacy.sharing.contacts to check sharing permissions.,Message Chains,basic,Compare,General Software,generation,low,False
message_chains_basic_006,Write a Python function that accesses customer.account.billing.address.zip_code to get billing information.,Message Chains,basic,Compare,E-commerce,generation,low,False
message_chains_intermediate_001,Write a Python e-commerce function that accesses order.customer.account.payment_methods.primary.card.billing_address.validation_status to verify payment method.,Message Chains,intermediate,Write;Report,Finance,generation,medium,False
message_chains_intermediate_002,Write a Python financial function that navigates portfolio.accounts.primary.holdings.equity.positions.largest.current_value.currency to report values.,Message Chains,intermediate,Compare;Implement,Healthcare,generation,medium,False
message_chains_intermediate_003,Write a Python healthcare function that reads patient.medical_record.encounters.latest.diagnoses.primary.coding.icd10.code to get diagnosis codes.,Message Chains,intermediate,Analyze;Report,Scientific Computing,generation,medium,False
message_chains_intermediate_004,Write a Python analytics function that traverses dashboard.widgets.charts.performance.data_source.connection.query.results.latest to fetch data.,Message Chains,intermediate,Report;Measure,General Software,generation,medium,False
message_chains_intermediate_005,Write a Python CMS function that accesses site.pages.home.sections.hero.content.media.images.featured.url to get featured image.,Message Chains,intermediate,Compare;List,E-commerce,generation,medium,False
message_chains_advanced_001,Write a Python trading function that chains through order.execution.fills.primary.venue.market_maker.liquidity_pool.pricing.spread.historical.average to analyze execution quality.,Message Chains,advanced,Evaluate;Design;Implement,Finance,generation,high,False
message_chains_advanced_002,Write a Python insurance function that navigates claim.policy.coverage.benefits.medical.services.allowed.procedure.reimbursement.schedule.rates.contracted to determine payment.,Message Chains,advanced,Measure;Implement;Evaluate,Healthcare,generation,high,False
message_chains_advanced_003,Write a Python clinical function that traverses study.sites.primary.investigators.principal.credentials.certifications.board.specialty.subspecialty.effective_date for compliance checking.,Message Chains,advanced,Write;Recommend;Report,Scientific Computing,generation,high,False
message_chains_advanced_004,Write a Python ERP function that accesses purchase_order.vendor.contracts.active.terms.payment.schedule.milestones.first.conditions.documents.required to check requirements.,Message Chains,advanced,Implement;List;Recommend,General Software,generation,high,False
message_chains_advanced_005,Write a Python IoT function that chains device.network.gateway.cluster.region.data_center.storage.time_series.metrics.temperature.readings.latest.value to get sensor data.,Message Chains,advanced,Measure;Report;Design,E-commerce,generation,high,False
middle_man_basic_001,"Write a Python class OrderService that has methods like get_order_total, get_order_items, get_order_status that all just call corresponding methods on self.order_repository.",Middle Man,basic,Measure,E-commerce,generation,low,False
